"PVWatts: Hourly PV Performance Data"
"Requested Location:","Akra, Ghana"
"Location:","ACCRA/KOTOKA INTL, GHANA"
"Lat (deg N):","5.6"
"Long (deg W):","0.17"
"Elev (m):","69"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","16.1"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","27","19","0","0","24","3.4","0","24","0","0"
"7","27","20","0","0","24","3.6","0","24","0","0"
"7","27","21","0","0","23.8","3.5","0","23.8","0","0"
"7","27","22","0","0","23.5","3.4","0","23.5","0","0"
"7","27","23","0","0","23.3","3.2","0","23.3","0","0"
"7","28","0","0","0","23","3.1","0","23","0","0"
"7","28","1","0","0","23","3.1","0","23","0","0"
"7","28","2","0","0","23","3.1","0","23","0","0"
"7","28","3","0","0","23","2.8","0","23","0","0"
"7","28","4","0","0","23","2.6","0","23","0","0"
"7","28","5","0","0","23","2.6","0","23","0","0"
"7","28","6","19","43","23","1.5","38.77","22.226","134.228","111.322"
"7","28","7","74","111","23.9","2","120.798","25.59","398.796","370.478"
"7","28","8","132","200","24.7","2.6","246.843","29.638","815.374","777.212"
"7","28","9","368","323","25.6","3.1","533.206","37.177","1710.845","1646.065"
"7","28","10","153","313","26.4","3.2","410.163","35.738","1335.562","1282.845"
"7","28","11","150","591","27.3","3.3","670.996","42.057","2119.752","2040.338"
"7","28","12","318","413","28.1","3.5","650.31","42.674","2046.513","1969.834"
"7","28","13","198","452","29","3.6","575.662","41.79","1819.259","1750.75"
"7","28","14","263","328","27.5","4.3","481.392","37.464","1547.856","1488.475"
"7","28","15","66","279","26","5.1","292.076","31.27","968.29","926.11"
"7","28","16","42","126","25.5","5.4","130.073","27.268","434.565","405.464"
"7","28","17","4","62","25","5.7","57.389","25.147","196.468","172.347"
"7","28","18","0","2","25","5.1","1.94","23.974","6.698","0"
"7","28","19","0","0","25","6.7","0","25","0","0"
"7","28","20","0","0","25","5.1","0","25","0","0"
"7","28","21","0","0","24.5","4.8","0","24.5","0","0"
"7","28","22","0","0","24","4.6","0","24","0","0"
"7","28","23","0","0","24","4.1","0","24","0","0"
"7","29","0","0","0","23.8","4","0","23.8","0","0"
"7","29","1","0","0","23.5","3.9","0","23.5","0","0"
"7","29","2","0","0","23.3","3.7","0","23.3","0","0"
"7","29","3","0","0","23","3.6","0","23","0","0"
"7","29","4","0","0","22.4","1.8","0","22.4","0","0"
"7","29","5","0","0","21.7","0","0","21.7","0","0"
"7","29","6","16","35","22.7","1.4","32.467","21.704","112.615","90.123"
"7","29","7","30","142","23.7","2.9","137.949","25.613","466.584","436.773"
"7","29","8","56","264","24.7","4.3","270.035","29.409","902.715","862.285"
"7","29","9","254","429","24.9","4.5","557.412","35.627","1808.482","1740.348"
"7","29","10","137","319","25","4.7","404.026","32.906","1334.335","1281.655"
"7","29","11","124","400","25.2","4.8","477.71","34.208","1569.523","1509.439"
"7","29","12","117","361","25.4","5","437.089","33.532","1440.889","1384.918"
"7","29","13","72","225","25.5","5.2","269.354","30.196","901.955","861.545"
"7","29","14","422","275","25.7","5.4","540.304","35.079","1753.438","1687.206"
"7","29","15","27","201","25.4","5","201.956","29.068","678.376","643.629"
"7","29","16","157","111","25","4.7","149.901","27.177","481.184","451.046"
"7","29","17","24","63","24.7","4.3","58.903","24.96","198.655","174.491"
"7","29","18","1","4","24.4","4.3","3.879","23.303","13.439","0"
"7","29","19","0","0","24","4.3","0","24","0","0"
"7","29","20","0","0","23.7","4.3","0","23.7","0","0"
"7","29","21","0","0","23.4","3.6","0","23.4","0","0"
"7","29","22","0","0","23","2.8","0","23","0","0"
"7","29","23","0","0","22.7","2.1","0","22.7","0","0"
"7","30","0","0","0","22.7","1.4","0","22.7","0","0"
"7","30","1","0","0","22.7","0.7","0","22.7","0","0"
"7","30","2","0","0","22.7","0","0","22.7","0","0"
"7","30","3","0","0","23.4","0.3","0","23.4","0","0"
"7","30","4","0","0","24","0.7","0","24","0","0"
"7","30","5","0","0","24.7","1","0","24.7","0","0"
"7","30","6","1","45","25.4","1.4","40.916","24.761","140.731","117.701"
"7","30","7","114","122","26","1.7","140.856","28.394","453.363","423.847"
"7","30","8","311","253","26.7","2.1","377.384","35.424","1200.75","1152.046"
"7","30","9","256","237","26.4","3.2","385.337","34.817","1251.679","1201.479"
"7","30","10","156","368","26","4.3","463.916","35.244","1514.72","1456.407"
"7","30","11","49","550","25.7","5.4","553.824","35.614","1807.969","1739.853"
"7","30","12","195","341","25.7","5","483.257","34.852","1582.248","1521.748"
"7","30","13","47","452","25.7","4.7","459.435","34.596","1507.047","1448.98"
"7","30","14","74","446","25.7","4.3","463.791","35.08","1515.756","1457.41"
"7","30","15","43","330","25.4","3.9","326.506","32.171","1080.524","1035.257"
"7","30","16","30","197","25","3.5","190.655","28.69","638.448","604.664"
"7","30","17","7","64","24.7","3.1","59.32","25.131","202.623","178.38"
"7","30","18","0","2","24.7","3.1","1.94","23.439","6.715","0"
"7","30","19","0","0","24.7","3.1","0","24.7","0","0"
"7","30","20","0","0","24.7","3.1","0","24.7","0","0"
"7","30","21","0","0","24.3","2.9","0","24.3","0","0"
"7","30","22","0","0","23.9","2.6","0","23.9","0","0"
"7","30","23","0","0","23.4","2.4","0","23.4","0","0"
"7","31","0","0","0","23","2.1","0","23","0","0"
"7","31","1","0","0","22.7","1.9","0","22.7","0","0"
"7","31","2","0","0","22.5","1.8","0","22.5","0","0"
"7","31","3","0","0","22.2","1.6","0","22.2","0","0"
"7","31","4","0","0","22","1.5","0","22","0","0"
"7","31","5","0","0","22.9","1.8","0","22.9","0","0"
"7","31","6","13","48","23.7","2.2","42.59","23.155","146.985","123.834"
"7","31","7","142","163","24.6","2.5","183.823","27.801","594.782","562.033"
"7","31","8","142","202","25.4","2.9","254.384","30.521","836.403","797.702"
"7","31","9","47","327","26.3","3.2","335.56","33.298","1106.168","1060.179"
"7","31","10","172","394","27.1","3.6","500.464","37.617","1614.903","1553.331"
"7","31","11","190","392","28","5.1","526.505","37.821","1698.713","1634.343"
"7","31","12","431","353","28","5.1","693.129","41.03","2199.105","2116.671"
"7","31","13","257","312","28","5.1","495.38","37.527","1598.464","1537.433"
"7","31","14","129","517","28","6.2","564.927","37.39","1823.906","1755.235"
"7","31","15","159","225","27","4.1","291.192","33.112","948.754","907.099"
"7","31","16","94","134","26","4.1","152.968","28.611","499.829","469.271"
"7","31","17","32","67","25","4.1","62.837","25.368","210.41","186.013"
"7","31","18","0","2","24.7","3.1","1.94","23.447","6.715","0"
"7","31","19","0","0","24.5","2.1","0","24.5","0","0"
"7","31","20","0","0","24.2","1.8","0","24.2","0","0"
"7","31","21","0","0","24","1.9","0","24","0","0"
"7","31","22","0","0","23.7","2","0","23.7","0","0"
"7","31","23","0","0","23.5","2.1","0","23.5","0","0"
"8","1","0","0","0","23.2","2.3","0","23.2","0","0"
"8","1","1","0","0","23","2.4","0","23","0","0"
"8","1","2","0","0","22.7","2.5","0","22.7","0","0"
"8","1","3","0","0","22.5","2.6","0","22.5","0","0"
"8","1","4","0","0","22.6","2.6","0","22.6","0","0"
"8","1","5","0","0","22.6","2.6","0","22.6","0","0"
"8","1","6","3","45","23.3","3.3","40.996","22.793","142.193","119.134"
"8","1","7","22","162","24","4.1","154.828","26.108","524.878","493.75"
"8","1","8","11","368","24","4.1","344.05","30.396","1151.274","1104.001"
"8","1","9","85","294","24","4.6","329.922","30.111","1102.815","1056.921"
"8","1","10","50","564","24","5.1","562.694","34.189","1849.447","1779.88"
"8","1","11","65","290","24.5","6.2","328.089","29.843","1101.304","1055.453"
"8","1","12","136","416","24.6","6.2","505.064","32.701","1671.837","1608.371"
"8","1","13","160","280","24.7","6.2","390.072","31.043","1300.117","1248.471"
"8","1","14","91","439","24.8","6.2","469.735","32.373","1555.176","1495.558"
"8","1","15","55","252","24.3","6.2","263.07","28.403","884.791","844.832"
"8","1","16","27","144","23.8","6.2","142.068","25.544","482.081","451.923"
"8","1","17","6","65","23.3","6.2","60.122","23.465","207.132","182.8"
"8","1","18","0","2","23.1","5.9","1.94","22.122","6.757","0"
"8","1","19","0","0","23","5.7","0","23","0","0"
"8","1","20","0","0","22.5","4.1","0","22.5","0","0"
"8","1","21","0","0","21.7","2","0","21.7","0","0"
"8","1","22","0","0","21","0","0","21","0","0"
"8","1","23","0","0","21.2","3.1","0","21.2","0","0"
"8","2","0","0","0","21.3","3.1","0","21.3","0","0"
"8","2","1","0","0","21.5","3.1","0","21.5","0","0"
"8","2","2","0","0","21.6","3.2","0","21.6","0","0"
"8","2","3","0","0","21.8","3.2","0","21.8","0","0"
"8","2","4","0","0","21.7","3.2","0","21.7","0","0"
"8","2","5","0","0","21.6","3.2","0","21.6","0","0"
"8","2","6","21","31","22","2.1","29.38","21.035","101.613","79.33"
"8","2","7","226","90","22.3","1.1","140.566","24.798","437.549","408.383"
"8","2","8","133","155","22.7","0","208.01","30.178","683.481","648.61"
"8","2","9","93","214","23.4","0.3","261.969","32.505","864.496","825.067"
"8","2","10","40","324","24.2","0.7","335.693","34.791","1099.913","1054.101"
"8","2","11","62","275","24.9","1","311.827","34.305","1024.273","980.568"
"8","2","12","164","430","24.8","1.4","542.168","39.74","1732.943","1667.411"
"8","2","13","11","239","24.7","1.7","234.807","31.45","782.356","745.034"
"8","2","14","202","405","24.5","2.1","514.082","36.98","1660.317","1597.237"
"8","2","15","233","302","24.4","2.5","399.2","34.23","1292.548","1241.129"
"8","2","16","118","143","24.3","2.8","168.774","27.963","550.735","519.013"
"8","2","17","31","39","24.2","3.2","39.111","24.081","129.877","107.055"
"8","2","18","0","2","23.8","3.2","1.94","22.475","6.745","0"
"8","2","19","0","0","23.4","3.2","0","23.4","0","0"
"8","2","20","0","0","23","3.2","0","23","0","0"
"8","2","21","0","0","22.6","3.2","0","22.6","0","0"
"8","2","22","0","0","22.2","3.2","0","22.2","0","0"
"8","2","23","0","0","21.8","3.2","0","21.8","0","0"
"8","3","0","0","0","21.8","3","0","21.8","0","0"
"8","3","1","0","0","21.9","2.8","0","21.9","0","0"
"8","3","2","0","0","21.9","2.6","0","21.9","0","0"
"8","3","3","0","0","21.9","2.5","0","21.9","0","0"
"8","3","4","0","0","22","2.3","0","22","0","0"
"8","3","5","0","0","22","2.1","0","22","0","0"
"8","3","6","0","46","22.4","2.1","41.789","21.782","145.794","122.666"
"8","3","7","22","123","22.7","2.1","120.404","24.337","410.619","382.043"
"8","3","8","68","190","23.1","2.1","209.928","27.372","706.237","670.81"
"8","3","9","100","352","24","2.1","393.346","33.329","1294.625","1243.144"
"8","3","10","193","366","25","2.1","493.022","37.414","1592.278","1531.45"
"8","3","11","195","358","25.9","2.1","500.407","38.786","1606.728","1545.426"
"8","3","12","272","372","25.5","2.5","580","39.649","1854.021","1784.294"
"8","3","13","147","521","25.1","2.8","602.026","39.47","1926.291","1853.994"
"8","3","14","146","470","24.7","3.2","535.087","37.017","1730.126","1664.69"
"8","3","15","125","400","24.2","3.2","431.639","34.028","1409.898","1354.895"
"8","3","16","36","156","23.7","3.2","155.73","26.939","523.847","492.743"
"8","3","17","13","64","23.2","3.2","59.842","23.513","204.934","180.645"
"8","3","18","0","2","22.7","3.2","1.94","21.395","6.779","0"
"8","3","19","0","0","22.7","3.1","0","22.7","0","0"
"8","3","20","0","0","22.7","3","0","22.7","0","0"
"8","3","21","0","0","22.7","2.9","0","22.7","0","0"
"8","3","22","0","0","22.7","2.8","0","22.7","0","0"
"8","3","23","0","0","22.7","2.7","0","22.7","0","0"
"8","4","0","0","0","22.7","2.9","0","22.7","0","0"
"8","4","1","0","0","22.7","3.1","0","22.7","0","0"
"8","4","2","0","0","22.7","3.3","0","22.7","0","0"
"8","4","3","0","0","22.7","3.5","0","22.7","0","0"
"8","4","4","0","0","22.7","2.8","0","22.7","0","0"
"8","4","5","0","0","22.7","2.1","0","22.7","0","0"
"8","4","6","35","33","23.9","3.2","30.403","23.153","103.056","80.746"
"8","4","7","203","117","25.2","4.2","160.091","27.406","503.422","472.782"
"8","4","8","156","202","26.4","5.3","262.673","30.512","863.24","823.844"
"8","4","9","523","279","26.7","5.7","601.121","36.89","1928.651","1856.27"
"8","4","10","322","400","26.9","6","624.212","37.632","2012.583","1937.154"
"8","4","11","673","352","27.2","6.4","895.651","42.107","2825.279","2716.96"
"8","4","12","202","167","27.1","6","331.615","33.097","1094.767","1049.1"
"8","4","13","152","351","26.9","5.7","451.714","34.499","1481.028","1423.79"
"8","4","14","131","335","26.8","5.3","403.568","34.007","1323.776","1271.416"
"8","4","15","288","262","25.9","4.2","392.73","33.766","1269.828","1219.089"
"8","4","16","431","144","25.1","3.2","266.033","30.815","813.313","775.203"
"8","4","17","121","81","24.2","2.1","80.185","25.529","254.75","229.459"
"8","4","18","2","2","23.9","3.2","1.94","22.679","6.739","0"
"8","4","19","0","0","23.5","4.2","0","23.5","0","0"
"8","4","20","0","0","23.2","5.3","0","23.2","0","0"
"8","4","21","0","0","23.2","5.3","0","23.2","0","0"
"8","4","22","0","0","23.2","5.3","0","23.2","0","0"
"8","4","23","0","0","23.2","5.3","0","23.2","0","0"
"8","5","0","0","0","23.2","4.9","0","23.2","0","0"
"8","5","1","0","0","23.2","4.6","0","23.2","0","0"
"8","5","2","0","0","23.2","4.2","0","23.2","0","0"
"8","5","3","0","0","23.2","4.2","0","23.2","0","0"
"8","5","4","0","0","23.1","4.2","0","23.1","0","0"
"8","5","5","0","0","23.1","4.2","0","23.1","0","0"
"8","5","6","17","69","23.8","4.9","59.421","23.767","204.197","179.923"
"8","5","7","166","167","24.4","5.7","195.6","26.947","632.967","599.314"
"8","5","8","292","260","25.1","6.4","380.003","30.781","1240.633","1190.76"
"8","5","9","466","258","26","6.4","546.43","34.728","1772.725","1705.83"
"8","5","10","595","215","26.8","6.4","666.948","37.769","2144.947","2064.579"
"8","5","11","826","198","27.7","6.4","886.117","42.504","2788.447","2681.752"
"8","5","12","367","370","27.4","6.4","660.75","38.676","2122.233","2042.725"
"8","5","13","616","269","27","6.4","745.707","39.432","2380.831","2291.26"
"8","5","14","185","419","26.7","6.4","517.205","35.382","1684.579","1620.686"
"8","5","15","153","130","25.9","6","202.039","29.11","667.85","633.359"
"8","5","16","111","196","25","5.7","214.45","28.098","706.524","671.09"
"8","5","17","65","40","24.2","5.3","41.946","24.177","133.754","110.858"
"8","5","18","1","2","24","5.3","1.94","22.951","6.731","0"
"8","5","19","0","0","23.7","5.3","0","23.7","0","0"
"8","5","20","0","0","23.5","5.3","0","23.5","0","0"
"8","5","21","0","0","23.3","4.4","0","23.3","0","0"
"8","5","22","0","0","23.1","3.5","0","23.1","0","0"
"8","5","23","0","0","22.8","2.6","0","22.8","0","0"
"8","6","0","0","0","22.6","1.7","0","22.6","0","0"
"8","6","1","0","0","22.4","1.4","0","22.4","0","0"
"8","6","2","0","0","22.2","1","0","22.2","0","0"
"8","6","3","0","0","22.4","1.4","0","22.4","0","0"
"8","6","4","0","0","22.6","1.7","0","22.6","0","0"
"8","6","5","0","0","22.8","2.1","0","22.8","0","0"
"8","6","6","25","35","23.3","2.8","33.025","22.561","112.911","90.413"
"8","6","7","73","113","23.7","3.5","124.245","25.196","411.98","383.374"
"8","6","8","221","233","24.2","4.1","322.701","30.082","1060.095","1015.398"
"8","6","9","276","243","24.7","4.8","409.396","32.211","1347.876","1294.783"
"8","6","10","78","389","25.1","5.5","426.532","32.48","1413.095","1357.992"
"8","6","11","428","387","25.6","6.2","726.74","37.642","2345.951","2257.773"
"8","6","12","560","277","25.3","6.1","740.03","38.062","2383.244","2293.576"
"8","6","13","600","213","25","6","683.032","36.91","2208.143","2125.36"
"8","6","14","550","243","24.7","5.8","607.24","35.432","1966.411","1892.667"
"8","6","15","414","238","24.4","5.7","437.974","32.09","1420.375","1365.046"
"8","6","16","325","95","24.2","5.6","189.672","27.198","587.194","554.624"
"8","6","17","153","82","23.9","5.5","83.859","24.608","262.812","237.357"
"8","6","18","2","2","23.6","5.3","1.94","22.606","6.741","0"
"8","6","19","0","0","23.3","5.2","0","23.3","0","0"
"8","6","20","0","0","23","5.1","0","23","0","0"
"8","6","21","0","0","23","6.2","0","23","0","0"
"8","6","22","0","0","23","5.3","0","23","0","0"
"8","6","23","0","0","23","4.4","0","23","0","0"
"8","7","0","0","0","23","3.5","0","23","0","0"
"8","7","1","0","0","23","2.6","0","23","0","0"
"8","7","2","0","0","23","2.6","0","23","0","0"
"8","7","3","0","0","23","2.6","0","23","0","0"
"8","7","4","0","0","23","2.1","0","23","0","0"
"8","7","5","0","0","22.5","2.1","0","22.5","0","0"
"8","7","6","18","53","23","2.6","47.003","22.583","161.934","138.492"
"8","7","7","176","127","23","1.5","163.634","26.08","524.526","493.406"
"8","7","8","215","297","24","3.3","378.027","31.663","1237.024","1187.257"
"8","7","9","117","405","25","5.1","454.628","33.21","1497.421","1439.661"
"8","7","10","284","310","26.5","5.4","515.047","35.694","1676.701","1613.072"
"8","7","11","232","546","28","5.7","708.294","40.474","2255.51","2170.894"
"8","7","12","405","332","27.7","5.9","661.307","39.346","2116.782","2037.479"
"8","7","13","544","234","27.3","6","659.184","38.725","2112.407","2033.269"
"8","7","14","262","197","27","6.2","368.104","33.195","1207.705","1158.798"
"8","7","15","324","225","26","6.7","379.679","31.731","1236.603","1186.848"
"8","7","16","330","144","25","7.7","236.717","28.068","743.417","707.071"
"8","7","17","58","56","24.5","7.2","55.341","24.684","180.59","156.784"
"8","7","18","1","2","24","6.1","1.94","23.052","6.727","0"
"8","7","19","0","0","23.5","5.1","0","23.5","0","0"
"8","7","20","0","0","23","5.1","0","23","0","0"
"8","7","21","0","0","23","4.1","0","23","0","0"
"8","7","22","0","0","23","4.1","0","23","0","0"
"8","7","23","0","0","23.6","3.7","0","23.6","0","0"
"8","8","0","0","0","24.3","3.2","0","24.3","0","0"
"8","8","1","0","0","24.9","2.8","0","24.9","0","0"
"8","8","2","0","0","25.6","2.3","0","25.6","0","0"
"8","8","3","0","0","26.2","1.9","0","26.2","0","0"
"8","8","4","0","0","26.9","1.4","0","26.9","0","0"
"8","8","5","0","0","27.5","1","0","27.5","0","0"
"8","8","6","99","36","26.7","1.9","33.886","25.988","107.683","85.285"
"8","8","7","344","112","25.8","2.7","194.951","29.203","589.647","557.019"
"8","8","8","159","340","25","3.6","390.078","32.792","1275.874","1224.954"
"8","8","9","309","272","26","3.1","459.778","36.238","1484.522","1427.173"
"8","8","10","18","411","27","2.6","401.107","36.608","1303.045","1251.311"
"8","8","11","783","151","27.5","5.1","813.037","42.604","2557.519","2460.715"
"8","8","12","556","293","27.9","5.1","754.493","42.533","2375.757","2286.389"
"8","8","13","618","202","28.4","5.1","690.513","41.737","2178.878","2097.219"
"8","8","14","573","200","28.8","5.1","586.18","40.063","1853.875","1784.152"
"8","8","15","410","178","29","5.1","382.484","36.222","1212.009","1162.977"
"8","8","16","344","103","27","3.1","204.11","31.344","620.832","587.468"
"8","8","17","275","48","26","3.6","63.638","26.552","170.372","146.766"
"8","8","18","3","2","25.1","5.1","1.94","24.086","6.695","0"
"8","8","19","0","0","24.3","6.7","0","24.3","0","0"
"8","8","20","0","0","23.4","8.2","0","23.4","0","0"
"8","8","21","0","0","23","8.2","0","23","0","0"
"8","8","22","0","0","23","7.7","0","23","0","0"
"8","8","23","0","0","22.9","7.7","0","22.9","0","0"
"8","9","0","0","0","23","5.7","0","23","0","0"
"8","9","1","0","0","23","5.7","0","23","0","0"
"8","9","2","0","0","22.5","4.9","0","22.5","0","0"
"8","9","3","0","0","22","4.1","0","22","0","0"
"8","9","4","0","0","22.5","4.2","0","22.5","0","0"
"8","9","5","0","0","23","4.3","0","23","0","0"
"8","9","6","38","36","23.5","4.4","33.524","22.906","112.973","90.475"
"8","9","7","144","156","24","4.5","182.237","26.573","593.346","560.631"
"8","9","8","62","261","24.5","4.6","273.301","29.179","914.685","873.938"
"8","9","9","103","254","26","4.6","308.259","31.58","1022.571","978.913"
"8","9","10","109","369","25.6","5.6","434.174","32.906","1435.075","1379.286"
"8","9","11","122","474","25.3","6.7","550.423","33.903","1811.665","1743.421"
"8","9","12","117","357","25.4","7.2","438.98","31.989","1458.351","1401.831"
"8","9","13","194","319","25.4","7.7","458.545","31.897","1522.39","1463.831"
"8","9","14","175","272","25.5","8.2","378.311","30.585","1260.337","1209.88"
"8","9","15","106","291","25.3","7.2","326.953","29.941","1088.797","1043.298"
"8","9","16","15","145","25.2","6.1","140.357","27.041","475.102","445.101"
"8","9","17","80","56","25","5.1","57.306","25.179","183.016","159.162"
"8","9","18","1","1","24.7","5.1","0.97","23.648","3.354","0"
"8","9","19","0","0","24.3","5.1","0","24.3","0","0"
"8","9","20","0","0","24","5.1","0","24","0","0"
"8","9","21","0","0","23.8","4.6","0","23.8","0","0"
"8","9","22","0","0","23.6","4.2","0","23.6","0","0"
"8","9","23","0","0","23.3","3.7","0","23.3","0","0"
"8","10","0","0","0","23.1","3.3","0","23.1","0","0"
"8","10","1","0","0","22.9","2.8","0","22.9","0","0"
"8","10","2","0","0","22.7","2.4","0","22.7","0","0"
"8","10","3","0","0","22.4","1.9","0","22.4","0","0"
"8","10","4","0","0","22.2","1.5","0","22.2","0","0"
"8","10","5","0","0","22","1","0","22","0","0"
"8","10","6","2","46","23","1.2","42.106","22.264","146.382","123.242"
"8","10","7","33","164","24","1.5","159.95","26.977","538.155","506.723"
"8","10","8","160","289","25.3","3.1","346.613","32.392","1134.393","1087.603"
"8","10","9","160","302","26.7","4.6","390.811","34.096","1279.546","1228.517"
"8","10","10","305","353","28","6.2","574.624","37.427","1855.113","1785.346"
"8","10","11","163","371","28.7","5.1","491.268","37.976","1584.317","1523.749"
"8","10","12","117","488","28.8","6.4","560.504","37.944","1808.417","1740.286"
"8","10","13","267","504","29","7.7","688.834","39.16","2206.652","2123.927"
"8","10","14","93","318","28.2","7.7","363.825","33.546","1197.219","1148.618"
"8","10","15","92","221","27.1","9.3","256.468","30.084","852.808","813.683"
"8","10","16","35","149","26.1","8.2","149.989","27.682","502.835","472.209"
"8","10","17","11","65","25","7.2","60.654","25.187","206.37","182.053"
"8","10","18","0","1","24.7","7.4","0.97","23.857","3.351","0"
"8","10","19","0","0","24.3","7.5","0","24.3","0","0"
"8","10","20","0","0","24","7.7","0","24","0","0"
"8","10","21","0","0","23.7","6.5","0","23.7","0","0"
"8","10","22","0","0","23.3","5.3","0","23.3","0","0"
"8","10","23","0","0","23","4.1","0","23","0","0"
"8","11","0","0","0","23","3.6","0","23","0","0"
"8","11","1","0","0","23","3.1","0","23","0","0"
"8","11","2","0","0","23","2.6","0","23","0","0"
"8","11","3","0","0","23.1","2.6","0","23.1","0","0"
"8","11","4","0","0","23.3","2.6","0","23.3","0","0"
"8","11","5","0","0","23.4","2.6","0","23.4","0","0"
"8","11","6","22","34","23.7","2.6","32.433","22.936","110.393","87.943"
"8","11","7","64","65","24","2.6","79.044","24.509","259.683","234.292"
"8","11","8","74","300","25","2.6","315.081","31.502","1042.677","998.465"
"8","11","9","189","395","26","2.1","495.868","38.249","1591.055","1530.267"
"8","11","10","359","339","27","5.1","606.243","38.319","1948.08","1874.999"
"8","11","11","161","363","27.5","7.2","482.811","34.873","1581.257","1520.79"
"8","11","12","181","315","28","8.2","455.977","34.283","1497.621","1439.855"
"8","11","13","562","317","28","8.2","757.495","38.655","2429.714","2338.17"
"8","11","14","489","173","28","8.2","506.647","35.262","1642.071","1579.599"
"8","11","15","642","154","27","8.7","485.667","33.464","1551.213","1491.723"
"8","11","16","266","157","26","9.3","230.452","28.705","731.876","695.816"
"8","11","17","223","77","24.5","9.3","86.177","25.043","257.303","231.96"
"8","11","18","3","1","24.2","7.6","0.97","23.387","3.358","0"
"8","11","19","0","0","23.8","5.8","0","23.8","0","0"
"8","11","20","0","0","23.5","4.1","0","23.5","0","0"
"8","11","21","0","0","23.7","4.1","0","23.7","0","0"
"8","11","22","0","0","24","4.1","0","24","0","0"
"8","11","23","0","0","24","4.4","0","24","0","0"
"8","12","0","0","0","24","4.8","0","24","0","0"
"8","12","1","0","0","24","5.1","0","24","0","0"
"8","12","2","0","0","23.4","4.1","0","23.4","0","0"
"8","12","3","0","0","23","5.1","0","23","0","0"
"8","12","4","0","0","23.1","3.3","0","23.1","0","0"
"8","12","5","0","0","23.3","1.5","0","23.3","0","0"
"8","12","6","1","46","24.2","2.2","42.161","23.66","145.711","122.584"
"8","12","7","10","161","25.1","2.9","152.107","27.411","514.904","484.004"
"8","12","8","76","268","26","3.6","287.514","31.441","950.994","909.28"
"8","12","9","108","354","27","5.1","404.665","34.144","1326.961","1274.505"
"8","12","10","153","504","27.7","5.4","594.91","38.317","1914.529","1842.653"
"8","12","11","190","488","28.5","5.7","624.211","39.584","1997.045","1922.185"
"8","12","12","367","397","28.2","6.4","694.898","39.752","2220.52","2137.261"
"8","12","13","338","464","28","7.2","711.873","39.078","2280.834","2195.228"
"8","12","14","353","308","28","9.3","537.421","35.053","1748.904","1682.827"
"8","12","15","304","301","26.8","9.3","442.494","32.421","1443.372","1387.323"
"8","12","16","85","187","25.7","9.3","200.103","27.958","663.333","628.95"
"8","12","17","22","67","24.5","9.3","62.656","24.702","211.783","187.358"
"8","12","18","0","1","24","8.7","0.97","23.228","3.361","0"
"8","12","19","0","0","23.8","8.4","0","23.8","0","0"
"8","12","20","0","0","23.6","8.2","0","23.6","0","0"
"8","12","21","0","0","23.4","7.2","0","23.4","0","0"
"8","12","22","0","0","23.3","6.1","0","23.3","0","0"
"8","12","23","0","0","23.1","5.1","0","23.1","0","0"
"8","13","0","0","0","23","5.1","0","23","0","0"
"8","13","1","0","0","23","5.1","0","23","0","0"
"8","13","2","0","0","23.1","5.1","0","23.1","0","0"
"8","13","3","0","0","23.1","4.1","0","23.1","0","0"
"8","13","4","0","0","23","3.1","0","23","0","0"
"8","13","5","0","0","23","2.1","0","23","0","0"
"8","13","6","66","46","23","3.1","43.371","22.528","143.713","120.625"
"8","13","7","19","197","24","3.1","186.608","27.057","631.471","597.854"
"8","13","8","66","167","24.2","2.1","190.134","28.18","637.389","603.63"
"8","13","9","105","381","25","2.6","428.059","34.543","1401.333","1346.596"
"8","13","10","156","463","26.1","3.6","560.661","38.119","1805.997","1737.95"
"8","13","11","213","306","27.3","4.6","475.782","36.798","1543.193","1483.964"
"8","13","12","336","441","27.1","4.1","709.801","41.786","2245.137","2160.924"
"8","13","13","162","539","27","3.6","638.225","41.269","2023.947","1948.101"
"8","13","14","563","203","27","4.1","588.912","39.492","1869.43","1799.158"
"8","13","15","394","256","27","4.1","449.627","36.494","1431.085","1375.421"
"8","13","16","377","155","25.7","4.6","265.402","30.718","822.948","784.593"
"8","13","17","48","45","24.5","5.1","45.535","24.641","148.307","125.13"
"8","13","18","0","1","24.2","5.9","0.97","23.206","3.361","0"
"8","13","19","0","0","24","6.7","0","24","0","0"
"8","13","20","0","0","23.6","8.2","0","23.6","0","0"
"8","13","21","0","0","23.8","7.9","0","23.8","0","0"
"8","13","22","0","0","24","7.7","0","24","0","0"
"8","13","23","0","0","23.2","5.7","0","23.2","0","0"
"8","14","0","0","0","23","5.1","0","23","0","0"
"8","14","1","0","0","23","5.1","0","23","0","0"
"8","14","2","0","0","23","5.1","0","23","0","0"
"8","14","3","0","0","23","5.1","0","23","0","0"
