"PVWatts: Hourly PV Performance Data"
"Requested Location:","accra, ghana"
"Location:","ACCRA/KOTOKA INTL, GHANA"
"Lat (deg N):","5.6"
"Long (deg W):","0.17"
"Elev (m):","69"
"DC System Size (kW):","1.7"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","16.1"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","27","23","0","0","23.9","0","0","23.9","0","0"
"6","28","0","0","0","23.7","0.2","0","23.7","0","0"
"6","28","1","0","0","23.6","0.4","0","23.6","0","0"
"6","28","2","0","0","23.4","0.5","0","23.4","0","0"
"6","28","3","0","0","23.3","0.7","0","23.3","0","0"
"6","28","4","0","0","23.1","0.9","0","23.1","0","0"
"6","28","5","0","0","23","1.1","0","23","0","0"
"6","28","6","12","46","22.8","1.9","42.24","22.182","62.514","52.674"
"6","28","7","49","134","22.7","2.7","134.081","24.563","191.852","179.326"
"6","28","8","296","240","22.5","3.5","347.56","29.26","482.408","462.513"
"6","28","9","159","290","22.9","3.5","364.377","30.516","514.653","493.827"
"6","28","10","247","403","23.2","3.5","548.525","34.94","761.066","732.371"
"6","28","11","123","583","23.6","3.5","633.245","37.593","869.413","836.838"
"6","28","12","116","384","24","3.5","447.891","34.101","625.498","601.296"
"6","28","13","105","407","24.4","3.5","453.062","34.211","632.055","607.645"
"6","28","14","296","255","24.8","3.5","419.554","33.881","580.995","558.181"
"6","28","15","132","266","24.6","3.1","304.179","31.325","425.011","406.719"
"6","28","16","69","151","24.4","2.8","156.115","27.509","219.493","206.346"
"6","28","17","39","53","24.2","2.4","49.512","24.335","70.944","60.94"
"6","28","18","0","2","24","2","1.94","22.504","2.866","0"
"6","28","19","0","0","23.8","1.6","0","23.8","0","0"
"6","28","20","0","0","23.6","1.2","0","23.6","0","0"
"6","28","21","0","0","23.4","0.8","0","23.4","0","0"
"6","28","22","0","0","23.2","0.4","0","23.2","0","0"
"6","28","23","0","0","23","0","0","23","0","0"
"6","29","0","0","0","22.8","0","0","22.8","0","0"
"6","29","1","0","0","22.7","0","0","22.7","0","0"
"6","29","2","0","0","22.5","0","0","22.5","0","0"
"6","29","3","0","0","22.4","0","0","22.4","0","0"
"6","29","4","0","0","22.3","0","0","22.3","0","0"
"6","29","5","0","0","22.2","0","0","22.2","0","0"
"6","29","6","7","52","23.5","1.2","46.871","22.932","69.128","59.159"
"6","29","7","119","151","24.7","2.3","163.455","27.471","225.446","212.162"
"6","29","8","189","336","26","3.5","384.87","33.687","529.767","508.497"
"6","29","9","366","346","26.5","3.5","537.54","38.032","728.69","701.104"
"6","29","10","513","364","27","3.5","704.358","42.474","938.927","903.727"
"6","29","11","200","376","27.5","3.5","503.804","38.971","686.292","660.125"
"6","29","12","293","417","27.7","4.3","614.916","40.269","831.942","800.738"
"6","29","13","147","483","27.8","5","551.436","38.394","753.305","724.878"
"6","29","14","400","360","28","5.8","578.661","38.095","784.979","755.45"
"6","29","15","225","288","27.4","5.4","366.286","34.03","502.125","481.664"
"6","29","16","115","203","26.7","5.1","211.93","30.26","292.305","277.44"
"6","29","17","19","65","26.1","4.7","58.191","26.465","83.621","73.367"
"6","29","18","0","3","25.7","4.7","2.91","24.665","4.256","0"
"6","29","19","0","0","25.4","4.7","0","25.4","0","0"
"6","29","20","0","0","25","4.7","0","25","0","0"
"6","29","21","0","0","25","4.3","0","25","0","0"
"6","29","22","0","0","24.9","3.8","0","24.9","0","0"
"6","29","23","0","0","24.9","3.4","0","24.9","0","0"
"6","30","0","0","0","24.3","2.7","0","24.3","0","0"
"6","30","1","0","0","23.7","2.1","0","23.7","0","0"
"6","30","2","0","0","23.1","1.4","0","23.1","0","0"
"6","30","3","0","0","22.5","0.7","0","22.5","0","0"
"6","30","4","0","0","22.5","0.4","0","22.5","0","0"
"6","30","5","1","0","22.5","0","0","22.5","0","0"
"6","30","6","159","46","23.2","0.6","38.181","22.127","56.521","46.796"
"6","30","7","281","128","23.8","1.1","179.583","27.6","234.238","220.752"
"6","30","8","461","213","24.5","1.7","394.429","34.327","527.9","506.685"
"6","30","9","594","221","25.2","2.3","562.135","38.984","753.592","725.156"
"6","30","10","386","210","25.8","2.8","474.197","37.145","648.934","623.984"
"6","30","11","675","322","26.5","3.4","825.34","44.614","1090.262","1048.982"
"6","30","12","175","453","26.5","4.6","556.712","38.078","762.111","733.379"
"6","30","13","438","292","26.5","5.8","591.737","36.811","812.038","781.549"
"6","30","14","355","309","26.5","7","505.607","34.341","698.699","672.121"
"6","30","15","94","256","26.2","6.6","279.307","30.479","393.153","375.719"
"6","30","16","74","180","25.8","6.2","182.318","28.297","255.954","241.961"
"6","30","17","18","44","25.5","5.8","41.49","25.439","59.707","49.921"
"6","30","18","1","2","25.2","3.9","1.94","24.004","2.846","0"
"6","30","19","0","0","24.8","1.9","0","24.8","0","0"
"6","30","20","0","0","24.5","0","0","24.5","0","0"
"6","30","21","0","0","24.1","0.7","0","24.1","0","0"
"6","30","22","0","0","23.7","1.5","0","23.7","0","0"
"6","30","23","0","0","23.3","2.2","0","23.3","0","0"
"7","1","0","0","0","22.8","3","0","22.8","0","0"
"7","1","1","0","0","22.4","3.7","0","22.4","0","0"
"7","1","2","0","0","22","4.5","0","22","0","0"
"7","1","3","0","0","21.6","5.2","0","21.6","0","0"
"7","1","4","0","0","21","4.1","0","21","0","0"
"7","1","5","0","0","20.8","0","0","20.8","0","0"
"7","1","6","10","46","21","2.6","42.059","20.402","62.761","52.916"
"7","1","7","61","142","21.5","2.6","143.439","23.593","205.395","192.566"
"7","1","8","157","353","22","2.6","384.918","30.36","540.087","518.51"
"7","1","9","84","369","23","1","390.522","35.006","541.637","520.015"
"7","1","10","109","285","24","2.1","344.475","32.624","483.926","463.989"
"7","1","11","291","383","25.5","3.1","581.605","38.402","794.181","764.327"
"7","1","12","208","343","26","1","481.244","41.477","647.257","622.361"
"7","1","13","112","189","26","1.5","258.681","33.493","361.652","345.044"
"7","1","14","248","313","26","2.6","442.595","36.076","607.744","584.102"
"7","1","15","138","212","25","2.1","259.621","31.601","361.196","344.6"
"7","1","16","156","223","25","3.1","238.223","29.811","327.106","311.38"
"7","1","17","16","55","24.3","3.1","50.432","24.628","73.084","63.038"
"7","1","18","0","2","24.1","1.5","1.94","22.484","2.867","0"
"7","1","19","0","0","24","0","0","24","0","0"
"7","1","20","0","0","24","0.5","0","24","0","0"
"7","1","21","0","0","23.7","0.4","0","23.7","0","0"
"7","1","22","0","0","23.5","0.2","0","23.5","0","0"
"7","1","23","0","0","23.2","0.1","0","23.2","0","0"
"7","2","0","0","0","23","0","0","23","0","0"
"7","2","1","0","0","23","0","0","23","0","0"
"7","2","2","0","0","23","0","0","23","0","0"
"7","2","3","0","0","23","0","0","23","0","0"
"7","2","4","0","0","23","0","0","23","0","0"
"7","2","5","0","0","23","0","0","23","0","0"
"7","2","6","27","49","24","1","43.356","23.294","63.835","53.969"
"7","2","7","117","138","25","2","151.686","27.564","208.527","195.628"
"7","2","8","141","326","26","3.1","356.564","33.309","493.409","473.2"
"7","2","9","140","309","27","4.1","369.761","34.365","513.06","492.281"
"7","2","10","275","474","28","5.1","631.816","39.624","856.519","824.419"
"7","2","11","394","398","29","5.1","674.292","41.848","904.495","870.608"
"7","2","12","617","243","29","5.5","712.316","42.048","953.461","917.699"
"7","2","13","753","174","29","5.8","716.989","41.778","957.604","921.681"
"7","2","14","639","203","29","6.2","587.047","39.059","788.005","758.37"
"7","2","15","558","168","29","5.7","413.239","36.294","546.966","525.184"
"7","2","16","368","150","28","4.6","231.88","32.318","296.852","281.876"
"7","2","17","336","43","26","4.6","47.275","26.183","53.569","43.901"
"7","2","18","9","2","25.7","3.9","1.94","24.531","2.839","0"
"7","2","19","0","0","25.3","3.3","0","25.3","0","0"
"7","2","20","0","0","25","2.6","0","25","0","0"
"7","2","21","0","0","25","2.6","0","25","0","0"
"7","2","22","0","0","25","3.6","0","25","0","0"
"7","2","23","0","0","25","4.6","0","25","0","0"
"7","3","0","0","0","25","3.4","0","25","0","0"
"7","3","1","0","0","25","2.2","0","25","0","0"
"7","3","2","0","0","25","1","0","25","0","0"
"7","3","3","0","0","24.5","0.7","0","24.5","0","0"
"7","3","4","0","0","23.9","0.3","0","23.9","0","0"
"7","3","5","0","0","23.4","0","0","23.4","0","0"
"7","3","6","25","39","23","0","35.696","21.138","53.085","43.426"
"7","3","7","258","146","25","2.6","189.472","28.294","249.691","235.845"
"7","3","8","207","345","27","1.5","399.976","37.352","540.142","518.564"
"7","3","9","119","266","28","4.1","318.654","34.381","442.155","423.392"
"7","3","10","335","405","29","2.6","614.252","43.295","816.59","785.938"
"7","3","11","486","344","28.2","2.6","699.317","45.223","921.457","886.926"
"7","3","12","596","314","28.3","3.4","759.669","45.437","999.625","962.046"
"7","3","13","431","425","28.4","4.3","708.059","43.322","941.172","905.885"
"7","3","14","281","277","28.5","5.1","431.608","36.842","589.682","566.601"
"7","3","15","86","167","27.8","4.3","195.457","31.557","272.835","258.44"
"7","3","16","304","115","27.2","3.4","183.445","30.508","235.905","222.381"
"7","3","17","79","64","26.5","2.6","58.626","26.991","81.217","71.011"
"7","3","18","2","2","26.3","3.6","1.94","25.142","2.831","0"
"7","3","19","0","0","26.2","4.7","0","26.2","0","0"
"7","3","20","0","0","26","5.7","0","26","0","0"
"7","3","21","0","0","26","4.4","0","26","0","0"
"7","3","22","0","0","26","3.1","0","26","0","0"
"7","3","23","0","0","25.8","3","0","25.8","0","0"
"7","4","0","0","0","25.7","2.9","0","25.7","0","0"
"7","4","1","0","0","25.5","2.8","0","25.5","0","0"
"7","4","2","0","0","25.3","2.8","0","25.3","0","0"
"7","4","3","0","0","25.2","2.7","0","25.2","0","0"
"7","4","4","0","0","25","2.6","0","25","0","0"
"7","4","5","0","0","25.4","10.3","0","25.4","0","0"
"7","4","6","35","40","25.7","9.8","36.478","25.429","53.173","43.513"
"7","4","7","111","160","26.1","9.3","168.87","27.641","233.766","220.291"
"7","4","8","277","261","26.4","8.7","357.581","30.777","494.073","473.845"
"7","4","9","204","362","26.8","8.2","455.515","32.946","635.736","611.209"
"7","4","10","426","249","27.1","7.7","539.15","34.863","746.422","718.232"
"7","4","11","169","459","27.5","7.2","556.833","35.971","770.344","741.327"
"7","4","12","406","255","27.7","7.4","558.762","36.076","771.26","742.211"
"7","4","13","359","341","28","7.7","578.974","36.479","796.642","766.701"
"7","4","14","139","247","27","7.7","317.351","31.516","446.49","427.607"
"7","4","15","223","182","26","7.7","271.587","29.556","378.141","361.104"
"7","4","16","91","143","24.9","6.7","154.605","26.789","216.291","203.216"
"7","4","17","84","65","23.8","5.7","59.758","24","83.716","73.461"
"7","4","18","2","2","23.5","4.6","1.94","22.383","2.868","0"
"7","4","19","0","0","23.3","3.6","0","23.3","0","0"
"7","4","20","0","0","23","2.6","0","23","0","0"
"7","4","21","0","0","23.5","2.2","0","23.5","0","0"
"7","4","22","0","0","24","1.8","0","24","0","0"
"7","4","23","0","0","24.5","1.4","0","24.5","0","0"
"7","5","0","0","0","25","1","0","25","0","0"
"7","5","1","0","0","25","2.1","0","25","0","0"
"7","5","2","0","0","25","1","0","25","0","0"
"7","5","3","0","0","25","1","0","25","0","0"
"7","5","4","0","0","25.1","1.2","0","25.1","0","0"
"7","5","5","0","0","25.2","1.5","0","25.2","0","0"
"7","5","6","20","35","25.4","1.7","32.418","24.567","47.448","37.897"
"7","5","7","118","63","25.5","1.9","84.51","26.245","112.195","101.366"
"7","5","8","166","197","25.6","2.1","254.071","30.956","352.316","335.949"
"7","5","9","134","328","25.7","3.1","383.389","33.867","533.549","512.167"
"7","5","10","185","446","25.9","4.1","544.585","36.985","748.678","720.411"
"7","5","11","202","397","26","3.6","527.637","37.546","724.005","696.579"
"7","5","12","279","281","25.8","4.2","481.766","35.763","666.452","640.936"
"7","5","13","319","325","25.6","4.9","536.683","35.786","741.153","713.143"
"7","5","14","297","257","25.3","5.5","424.441","32.828","591.137","568.011"
"7","5","15","130","220","25.1","6.2","263.933","29.175","372.105","355.226"
"7","5","16","124","159","24.9","6.2","177.375","27.276","245.958","232.2"
"7","5","17","27","40","24.7","4.1","38.633","24.586","55.236","45.536"
"7","5","18","4","2","24.4","4.1","1.94","23.196","2.857","0"
"7","5","19","0","0","24.2","4.1","0","24.2","0","0"
"7","5","20","0","0","24","3.6","0","24","0","0"
"7","5","21","0","0","24","3.6","0","24","0","0"
"7","5","22","0","0","24","3.6","0","24","0","0"
"7","5","23","0","0","24","3.5","0","24","0","0"
"7","6","0","0","0","24.1","3.7","0","24.1","0","0"
"7","6","1","0","0","24.1","3.8","0","24.1","0","0"
"7","6","2","0","0","24.2","4","0","24.2","0","0"
"7","6","3","0","0","24.2","4.1","0","24.2","0","0"
"7","6","4","0","0","24.1","3.6","0","24.1","0","0"
"7","6","5","0","0","24","3.1","0","24","0","0"
"7","6","6","19","39","24","2","35.595","23.253","52.418","42.772"
"7","6","7","59","81","24","1","88.601","24.954","124.15","113.076"
"7","6","8","84","330","25","1.8","335.538","32.798","467.928","448.445"
"7","6","9","462","175","26","2.6","441.375","36.247","600.054","576.651"
"7","6","10","111","341","26.3","3.8","397.285","34.626","552.854","530.896"
"7","6","11","107","359","26.7","5","418.476","34.364","583.683","560.786"
"7","6","12","308","408","27","6.2","620.864","37.238","852.921","820.952"
"7","6","13","145","323","26.7","6.2","408.252","33.533","571.024","548.516"
"7","6","14","131","223","26.5","6.2","290.928","31.045","410.215","392.324"
"7","6","15","91","227","26","5.1","252.933","30.216","356.338","339.868"
"7","6","16","82","160","26","6.2","168.25","28.225","235.23","221.721"
"7","6","17","101","45","25","5.1","42.954","24.946","57.797","48.048"
"7","6","18","1","2","25","4.6","1.94","23.888","2.848","0"
"7","6","19","0","0","25","4.1","0","25","0","0"
"7","6","20","0","0","25","5.7","0","25","0","0"
"7","6","21","0","0","25","5.7","0","25","0","0"
"7","6","22","0","0","24.7","4.4","0","24.7","0","0"
"7","6","23","0","0","24.5","3.1","0","24.5","0","0"
"7","7","0","0","0","24.7","3.6","0","24.7","0","0"
"7","7","1","0","0","25","4.1","0","25","0","0"
"7","7","2","0","0","24.5","3.1","0","24.5","0","0"
"7","7","3","0","0","24.3","2.8","0","24.3","0","0"
"7","7","4","0","0","24.2","2.4","0","24.2","0","0"
"7","7","5","0","0","24","2.1","0","24","0","0"
"7","7","6","11","43","24","2.1","39.489","23.371","58.121","48.366"
"7","7","7","119","90","24","2.1","110.375","25.395","150.267","138.644"
"7","7","8","84","180","25","2.1","203.427","29.103","287.122","272.384"
"7","7","9","80","380","25","2.6","398.421","33.862","555.868","533.819"
"7","7","10","95","201","25","2.6","257.927","30.967","365.149","348.451"
"7","7","11","127","468","25","2.6","532.43","37.227","732.234","704.528"
"7","7","12","397","446","25","3.1","726.34","41.593","975.971","939.328"
"7","7","13","186","382","25","5.1","492.236","34.476","685.228","659.097"
"7","7","14","286","293","25","3.6","451.01","34.767","622.88","598.761"
"7","7","15","134","240","25","3.6","284.082","31.002","397.332","379.786"
"7","7","16","55","215","24","5.7","207.375","27.065","295.387","280.447"
"7","7","17","24","63","24.2","4.6","57.468","24.506","82.93","72.69"
"7","7","18","0","2","24.1","4.3","1.94","22.951","2.86","0"
"7","7","19","0","0","24","3.9","0","24","0","0"
"7","7","20","0","0","23.9","3.6","0","23.9","0","0"
"7","7","21","0","0","23.8","3.3","0","23.8","0","0"
"7","7","22","0","0","23.6","2.9","0","23.6","0","0"
"7","7","23","0","0","23.5","2.6","0","23.5","0","0"
"7","8","0","0","0","23.4","2.7","0","23.4","0","0"
"7","8","1","0","0","23.4","2.8","0","23.4","0","0"
"7","8","2","0","0","23.3","2.8","0","23.3","0","0"
"7","8","3","0","0","23.2","2.9","0","23.2","0","0"
"7","8","4","0","0","23.2","3","0","23.2","0","0"
"7","8","5","0","0","23.1","3.1","0","23.1","0","0"
"7","8","6","21","38","24","1","34.764","23.014","51.252","41.629"
"7","8","7","33","160","24","1","152.235","27","217.339","204.241"
"7","8","8","422","204","24.3","1","370.021","34.636","495.083","474.825"
"7","8","9","426","309","25","2.1","541.384","38.563","730.799","703.142"
"7","8","10","187","354","26","1.5","464.598","39.374","630.845","606.474"
"7","8","11","222","332","26","1.8","483.369","38.944","658.447","633.191"
"7","8","12","223","453","26","2.1","596.862","41.266","803.919","773.72"
"7","8","13","235","321","26","8.2","472.129","32.584","662.846","637.446"
"7","8","14","31","238","25.5","7.7","242.312","28.75","347.069","330.836"
"7","8","15","176","270","25","7.2","330.589","29.553","464.773","445.379"
"7","8","16","63","141","24","8.2","146.968","25.569","208.831","195.925"
"7","8","17","5","44","24","6.2","41.684","23.864","60.954","51.144"
"7","8","18","1","2","24","5.7","1.94","22.994","2.86","0"
"7","8","19","0","0","24","4.1","0","24","0","0"
"7","8","20","0","0","24","3.6","0","24","0","0"
"7","8","21","0","0","24","3.1","0","24","0","0"
"7","8","22","0","0","24","2.8","0","24","0","0"
"7","8","23","0","0","24","2.6","0","24","0","0"
"7","9","0","0","0","23.7","2.1","0","23.7","0","0"
"7","9","1","0","0","23.3","1.5","0","23.3","0","0"
"7","9","2","0","0","23","1","0","23","0","0"
"7","9","3","0","0","23","1","0","23","0","0"
"7","9","4","0","0","23","1","0","23","0","0"
"7","9","5","0","0","23.5","1","0","23.5","0","0"
"7","9","6","12","40","24.2","1","36.295","23.273","53.445","43.779"
"7","9","7","42","135","25","1","133.163","27.426","188.563","176.11"
"7","9","8","154","310","25","3.1","348.064","32.059","483.816","463.881"
"7","9","9","46","418","25.5","4.4","411.722","33.502","576.293","553.623"
"7","9","10","400","322","26","5.7","588.296","36.153","810.101","779.682"
"7","9","11","221","575","25","7.7","702.307","35.325","974.721","938.128"
"7","9","12","275","303","26","7.7","501.152","33.402","701.536","674.864"
"7","9","13","98","249","27","7.7","306.475","31.277","433.536","415.011"
"7","9","14","240","401","26","7.7","520.503","33.321","725.843","698.354"
"7","9","15","143","285","26","7.7","328.519","30.612","460.949","441.662"
"7","9","16","119","168","25","9.3","184.678","26.954","257.421","243.394"
"7","9","17","33","53","25","6.7","50.043","25.064","71.358","61.346"
"7","9","18","1","2","25","3.6","1.94","23.785","2.849","0"
"7","9","19","0","0","25","0.5","0","25","0","0"
"7","9","20","0","0","25","1.5","0","25","0","0"
"7","9","21","0","0","25","1","0","25","0","0"
"7","9","22","0","0","24.6","1","0","24.6","0","0"
"7","9","23","0","0","24.3","1","0","24.3","0","0"
"7","10","0","0","0","24","0.5","0","24","0","0"
"7","10","1","0","0","24","1","0","24","0","0"
"7","10","2","0","0","24","0.9","0","24","0","0"
"7","10","3","0","0","24","0.7","0","24","0","0"
"7","10","4","0","0","24","0.6","0","24","0","0"
"7","10","5","0","0","24","0.5","0","24","0","0"
"7","10","6","4","50","24","1.5","44.85","23.441","65.989","56.082"
"7","10","7","73","132","25","2.1","137.723","27.164","192.643","180.099"
"7","10","8","119","299","25.5","3.6","324.627","31.726","453.216","434.146"
"7","10","9","299","323","26","3.1","478.576","36.514","654.475","629.347"
"7","10","10","243","440","27","5.1","582.978","37.849","797.62","767.645"
"7","10","11","357","341","26.5","6.2","598.39","36.548","824.505","793.569"
"7","10","12","275","418","27","5.1","605.527","38.464","826.987","795.962"
"7","10","13","212","583","26.5","4.8","690.658","40.05","935.588","900.516"
"7","10","14","159","332","26","4.6","408.313","34.346","567.134","544.744"
"7","10","15","86","295","26","4.1","311.58","32.227","435.945","417.354"
"7","10","16","75","238","26","4.1","232.224","30.347","324.58","308.918"
"7","10","17","13","67","25","5.1","61.44","25.406","88.884","78.526"
"7","10","18","0","2","25","3.6","1.94","23.81","2.849","0"
"7","10","19","0","0","24.5","4.1","0","24.5","0","0"
"7","10","20","0","0","24","4.6","0","24","0","0"
"7","10","21","0","0","24","3.6","0","24","0","0"
"7","10","22","0","0","24","2.6","0","24","0","0"
"7","10","23","0","0","24","2.2","0","24","0","0"
"7","11","0","0","0","24","1.9","0","24","0","0"
"7","11","1","0","0","24","1.5","0","24","0","0"
"7","11","2","0","0","24","1.2","0","24","0","0"
"7","11","3","0","0","24","0.8","0","24","0","0"
"7","11","4","0","0","24","0.5","0","24","0","0"
"7","11","5","0","0","23","2.1","0","23","0","0"
"7","11","6","11","34","24","2.6","31.488","23.222","46.378","36.847"
"7","11","7","73","131","25","3.6","136.907","26.794","191.802","179.277"
"7","11","8","142","131","26","4.6","183.453","28.796","255.982","241.989"
"7","11","9","230","377","27","5.7","486.143","35.018","671.459","645.779"
"7","11","10","281","290","28","6.7","474.406","35.457","656.004","630.826"
"7","11","11","477","328","28","6.7","682.968","38.866","929.831","894.98"
"7","11","12","335","457","28","7.7","689.169","38.263","942.073","906.751"
"7","11","13","505","249","27","8.2","608.575","35.671","839.861","808.369"
"7","11","14","100","336","27.2","7.2","375.585","32.879","526.354","505.185"
"7","11","15","285","282","27","5.1","393.215","34.062","537.797","516.288"
"7","11","16","122","112","26","7.2","137.073","27.666","187.697","175.263"
"7","11","17","94","63","25.3","5.7","59.838","25.507","82.147","71.923"
"7","11","18","4","2","24.7","4.1","1.94","23.548","2.853","0"
"7","11","19","0","0","24","2.6","0","24","0","0"
"7","11","20","0","0","24","2.6","0","24","0","0"
"7","11","21","0","0","24","2","0","24","0","0"
"7","11","22","0","0","24","1.5","0","24","0","0"
"7","11","23","0","0","23.8","2.6","0","23.8","0","0"
"7","12","0","0","0","23.7","2.4","0","23.7","0","0"
"7","12","1","0","0","23.6","2.2","0","23.6","0","0"
"7","12","2","0","0","23.5","2","0","23.5","0","0"
"7","12","3","0","0","23.4","1.9","0","23.4","0","0"
"7","12","4","0","0","23.3","1.7","0","23.3","0","0"
"7","12","5","0","0","23.2","1.5","0","23.2","0","0"
"7","12","6","7","59","24","1","51.383","23.557","75.56","65.466"
"7","12","7","57","108","24.6","1.4","113.233","26.303","159.307","147.492"
"7","12","8","100","159","25.1","1.9","191.896","29.026","269.938","255.613"
"7","12","9","244","322","25.7","2.3","445.058","36.026","610.935","587.193"
"7","12","10","379","350","26.3","2.8","599.777","40.276","809.406","779.011"
"7","12","11","176","395","26.9","3.2","507.514","38.581","692.983","666.595"
"7","12","12","394","445","27.4","3.7","726.606","43.005","969.458","933.071"
"7","12","13","342","451","28","4.1","671.16","42.352","897.487","863.864"
"7","12","14","284","333","27.2","7.7","488.483","34.401","676.597","650.749"
"7","12","15","241","285","27","7.2","376.214","32.562","519.75","498.775"
"7","12","16","115","122","26","6.7","144.238","27.857","198.451","185.778"
"7","12","17","11","61","25.4","6.7","56.534","25.533","81.769","71.552"
"7","12","18","0","2","25.1","6.5","1.94","24.209","2.844","0"
"7","12","19","0","0","24.7","6.4","0","24.7","0","0"
"7","12","20","0","0","24.4","6.2","0","24.4","0","0"
"7","12","21","0","0","24.6","5.3","0","24.6","0","0"
"7","12","22","0","0","24.8","4.4","0","24.8","0","0"
"7","12","23","0","0","24.9","3.5","0","24.9","0","0"
"7","13","0","0","0","25.1","2.6","0","25.1","0","0"
"7","13","1","0","0","24.9","3.1","0","24.9","0","0"
"7","13","2","0","0","24.7","2.1","0","24.7","0","0"
"7","13","3","0","0","24.5","2.1","0","24.5","0","0"
"7","13","4","0","0","24.3","1","0","24.3","0","0"
"7","13","5","0","0","24.1","1.5","0","24.1","0","0"
"7","13","6","6","47","24.9","2","42.49","24.37","62.246","52.411"
"7","13","7","88","119","25.8","2.5","129.099","27.655","178.438","166.207"
"7","13","8","124","178","26.6","3","219.687","30.733","306.045","290.843"
"7","13","9","58","260","27.5","3.6","278.01","32.898","389.692","372.349"
"7","13","10","242","499","28.3","4.1","635.844","41.079","856.187","824.099"
"7","13","11","249","504","29.2","4.6","663.966","42.627","888.111","854.84"
"7","13","12","312","429","29","5.1","646.978","41.38","870.646","838.025"
"7","13","13","297","474","28.9","5.1","658.569","41.472","884.975","851.821"
"7","13","14","194","353","28.7","5.1","450.605","37.331","616.443","592.528"
"7","13","15","206","203","27.9","4.1","285.998","33.689","392.037","374.632"
"7","13","16","110","149","27.1","4","166.773","30.045","228.947","215.583"
"7","13","17","23","63","26.3","3.8","57.862","26.635","82.596","72.363"
"7","13","18","0","2","26.1","3.7","1.94","24.945","2.834","0"
"7","13","19","0","0","25.9","3.6","0","25.9","0","0"
"7","13","20","0","0","25.7","4.1","0","25.7","0","0"
"7","13","21","0","0","25.8","4.1","0","25.8","0","0"
"7","13","22","0","0","25.8","4.1","0","25.8","0","0"
"7","13","23","0","0","25.9","4.1","0","25.9","0","0"
"7","14","0","0","0","26","5.1","0","26","0","0"
"7","14","1","0","0","25.8","4.7","0","25.8","0","0"
"7","14","2","0","0","25.6","4.3","0","25.6","0","0"
"7","14","3","0","0","25.4","3.9","0","25.4","0","0"
"7","14","4","0","0","25.2","3.5","0","25.2","0","0"
"7","14","5","0","0","25","3.1","0","25","0","0"
"7","14","6","15","39","25.5","3.3","35.453","24.926","51.802","42.168"
"7","14","7","134","161","26","3.6","175.697","28.695","240.401","226.772"
"7","14","8","293","263","26.7","3.8","368.687","33.865","501.713","481.264"
"7","14","9","217","280","27.5","4.1","391.584","35.353","539.327","517.773"
"7","14","10","136","402","28.2","4.3","472.353","37.639","647.615","622.708"
"7","14","11","514","411","29","4.6","789.123","44.637","1043.507","1004.159"
"7","14","12","406","305","29","5.4","610.631","40.483","824.942","793.99"
"7","14","13","590","299","29","6.2","720.509","41.21","967.344","931.04"
"7","14","14","388","339","28","7.2","561.811","36.744","768.189","739.246"
"7","14","15","273","307","27.6","6.7","411.322","34.098","563.744","541.457"
"7","14","16","109","158","27.2","6.2","174.54","29.755","240.464","226.834"
"7","14","17","47","85","26.9","5.7","75.818","27.483","106.825","96.106"
"7","14","18","0","2","26.5","5.1","1.94","25.538","2.826","0"
"7","14","19","0","0","26.1","4.6","0","26.1","0","0"
"7","14","20","0","0","25.7","4.1","0","25.7","0","0"
"7","14","21","0","0","25.4","3.6","0","25.4","0","0"
"7","14","22","0","0","25","3.1","0","25","0","0"
"7","14","23","0","0","25.1","3","0","25.1","0","0"
"7","15","0","0","0","25.2","2.9","0","25.2","0","0"
"7","15","1","0","0","25.3","2.8","0","25.3","0","0"
"7","15","2","0","0","25.4","2.7","0","25.4","0","0"
"7","15","3","0","0","25.6","2.6","0","25.6","0","0"
"7","15","4","0","0","25.7","3.1","0","25.7","0","0"
"7","15","5","0","0","25.8","3.6","0","25.8","0","0"
"7","15","6","22","44","25.9","4.1","39.281","25.469","57.248","47.51"
"7","15","7","173","94","26","4.6","125.597","27.439","166.069","154.107"
"7","15","8","124","302","26.3","4.8","330.337","31.938","460.653","441.374"
"7","15","9","193","299","26.7","4.9","395.536","33.896","549.299","527.448"
"7","15","10","523","333","27","5.1","692.396","39.802","935.941","900.855"
"7","15","11","146","311","27.3","0.5","408.206","43.214","544.43","522.724"
"7","15","12","206","423","27.7","3.8","559.579","39.438","760.842","732.155"
"7","15","13","262","334","28","7.2","507.832","35.728","702.161","675.468"
"7","15","14","276","367","27.5","6.2","515.716","36.053","709.11","682.185"
"7","15","15","99","189","27","7.2","223.78","30.182","314.729","299.312"
"7","15","16","92","142","26.5","6.9","156.077","28.353","216.943","203.853"
"7","15","17","35","62","26","6.7","57.862","26.18","82.05","71.827"
"7","15","18","1","2","26","6.2","1.94","25.103","2.832","0"
"7","15","19","0","0","26","5.1","0","26","0","0"
